entity_nm_id|obj_id|ver_nbr|entity_id|nm_typ_cd|first_nm|middle_nm|last_nm|suffix_nm|prefix_nm|dflt_ind|actv_ind|last_updt_dt|title_nm|note_msg|nm_chng_dt|
KFS3236|KFS3236|1.0|KFS3236|PRFR|VANCE|B|MADDUX|||Y|Y|20121207233018||||
KFS3237|KFS3237|1.0|KFS3237|PRFR|CASSANDRA|I|NEWTON|||Y|Y|20121207233018||||
KFS3238|KFS3238|1.0|KFS3238|PRFR|CORRINE|Z|MCCUE|||Y|Y|20121207233018||||
KFS3239|KFS3239|1.0|KFS3239|PRFR|MARIA|D|LUNN|||Y|Y|20121207233018||||
KFS3240|KFS3240|1.0|KFS3240|PRFR|AILEEN|Q|SOLLARS|||Y|Y|20121207233018||||
KFS3241|KFS3241|1.0|KFS3241|PRFR|NOELLE|S|LOEB|||Y|Y|20121207233018||||
KFS3242|KFS3242|1.0|KFS3242|PRFR|CHRISTY|G|UNRUH|||Y|Y|20121207233018||||
KFS3243|KFS3243|1.0|KFS3243|PRFR|MARCI|S|SLUSHER|||Y|Y|20121207233018||||
KFS3244|KFS3244|1.0|KFS3244|PRFR|MAGDALENA|J|IRIZARRY|||Y|Y|20121207233018||||
KFS3245|KFS3245|1.0|KFS3245|PRFR|KELSEY|R|MENESES|||Y|Y|20121207233018||||
KFS3246|KFS3246|1.0|KFS3246|PRFR|MOLLIE|E|SANDOVAL|||Y|Y|20121207233018||||
KFS3247|KFS3247|1.0|KFS3247|PRFR|ROBT|Q|DEGROOT|||Y|Y|20121207233018||||
KFS3248|KFS3248|1.0|KFS3248|PRFR|ALLAN|H|SEXTON|||Y|Y|20121207233018||||
KFS3249|KFS3249|1.0|KFS3249|PRFR|MITCH|U|FUNKHOUSER|||Y|Y|20121207233018||||
KFS3250|KFS3250|1.0|KFS3250|PRFR|FREDDY|U|CROSSLEY|||Y|Y|20121207233018||||
KFS3251|KFS3251|1.0|KFS3251|PRFR|BETTE|Q|OLIVEIRA|||Y|Y|20121207233018||||
KFS3252|KFS3252|1.0|KFS3252|PRFR|TAMIKA|I|FORSYTH|||Y|Y|20121207233018||||
KFS3253|KFS3253|1.0|KFS3253|PRFR|MAUDE|K|LYNN|||Y|Y|20121207233018||||
KFS3254|KFS3254|1.0|KFS3254|PRFR|FREDDY|A|HARR|||Y|Y|20121207233018||||
KFS3255|KFS3255|1.0|KFS3255|PRFR|HALEY|Y|KRUG|||Y|Y|20121207233018||||
KFS3256|KFS3256|1.0|KFS3256|PRFR|BROCK|H|SUZUKI|||Y|Y|20121207233018||||
KFS3257|KFS3257|1.0|KFS3257|PRFR|ROLLAND|J|BRANNEN|||Y|Y|20121207233018||||
KFS3258|KFS3258|1.0|KFS3258|PRFR|FANNIE|W|BRANTON|||Y|Y|20121207233018||||
KFS3259|KFS3259|1.0|KFS3259|PRFR|LENA|U|BOSWORTH|||Y|Y|20121207233018||||
KFS3260|KFS3260|1.0|KFS3260|PRFR|LACEY|C|NEVINS|||Y|Y|20121207233018||||
KFS3261|KFS3261|1.0|KFS3261|PRFR|ALLIE|I|KINGSLEY|||Y|Y|20121207233018||||
KFS3262|KFS3262|1.0|KFS3262|PRFR|SONNY|W|KEPHART|||Y|Y|20121207233018||||
KFS3263|KFS3263|1.0|KFS3263|PRFR|LILIA|V|LINEBERRY|||Y|Y|20121207233018||||
KFS3264|KFS3264|1.0|KFS3264|PRFR|ELMO|Z|HOYOS|||Y|Y|20121207233018||||
KFS3265|KFS3265|1.0|KFS3265|PRFR|LEILA|B|SHORE|||Y|Y|20121207233018||||
KFS3266|KFS3266|1.0|KFS3266|PRFR|WILFREDO|O|WREN|||Y|Y|20121207233018||||
KFS3267|KFS3267|1.0|KFS3267|PRFR|ESTER|Q|HITE|||Y|Y|20121207233018||||
KFS3268|KFS3268|1.0|KFS3268|PRFR|TY|C|OLDHAM|||Y|Y|20121207233018||||
KFS3269|KFS3269|1.0|KFS3269|PRFR|MARJORIE|I|HULSEY|||Y|Y|20121207233018||||
KFS3270|KFS3270|1.0|KFS3270|PRFR|COLETTE|Y|DOWNER|||Y|Y|20121207233018||||
KFS3272|KFS3272|1.0|KFS3272|PRFR|NESTOR|C|BARDEN|||Y|Y|20121207233018||||
KFS3273|KFS3273|1.0|KFS3273|PRFR|LANNY|M|KERLEY|||Y|Y|20121207233018||||
KFS3274|KFS3274|1.0|KFS3274|PRFR|HUNTER|N|SHEEHY|||Y|Y|20121207233018||||
KFS3275|KFS3275|1.0|KFS3275|PRFR|CASEY|A|STOUT|||Y|Y|20121207233018||||
KFS3276|KFS3276|1.0|KFS3276|PRFR|MARIO|O|RHODES|||Y|Y|20121207233018||||
KFS3277|KFS3277|1.0|KFS3277|PRFR|LEO|L|BLAKE|||Y|Y|20121207233018||||
KFS3278|KFS3278|1.0|KFS3278|PRFR|SHANA|P|MOLL|||Y|Y|20121207233018||||
KFS3279|KFS3279|1.0|KFS3279|PRFR|DESIREE|D|PETREE|||Y|Y|20121207233018||||
KFS3280|KFS3280|1.0|KFS3280|PRFR|ANTOINETTE|M|DELGADILLO|||Y|Y|20121207233018||||
KFS3281|KFS3281|1.0|KFS3281|PRFR|THERESE|K|GREENLEE|||Y|Y|20121207233018||||
KFS3282|KFS3282|1.0|KFS3282|PRFR|MALINDA|F|RIOJAS|||Y|Y|20121207233018||||
KFS3283|KFS3283|1.0|KFS3283|PRFR|BRYAN|A|GRANVILLE|||Y|Y|20121207233018||||
KFS3284|KFS3284|1.0|KFS3284|PRFR|FRANK|U|HOWSE|||Y|Y|20121207233018||||
KFS3285|KFS3285|1.0|KFS3285|PRFR|CALEB|J|SIPES|||Y|Y|20121207233018||||
KFS3286|KFS3286|1.0|KFS3286|PRFR|MONA|P|ORMSBY|||Y|Y|20121207233018||||
KFS3287|KFS3287|1.0|KFS3287|PRFR|WESLEY|I|RAINES|||Y|Y|20121207233018||||
KFS3288|KFS3288|1.0|KFS3288|PRFR|LEMUEL|K|SHIFLETT|||Y|Y|20121207233018||||
KFS3289|KFS3289|1.0|KFS3289|PRFR|JUAN|H|HOLIFIELD|||Y|Y|20121207233018||||
KFS3290|KFS3290|1.0|KFS3290|PRFR|BRYCE|R|BILODEAU|||Y|Y|20121207233018||||
KFS3291|KFS3291|1.0|KFS3291|PRFR|TOM|R|RODRIGUES|||Y|Y|20121207233018||||
KFS3292|KFS3292|1.0|KFS3292|PRFR|ESTELLA|C|GLEASON|||Y|Y|20121207233018||||
KFS3293|KFS3293|1.0|KFS3293|PRFR|LANCE|W|HUMES|||Y|Y|20121207233018||||
KFS3294|KFS3294|1.0|KFS3294|PRFR|CURTIS|R|VIOLETTE|||Y|Y|20121207233018||||
KFS3295|KFS3295|1.0|KFS3295|PRFR|MARCELINO|Y|LEARY|||Y|Y|20121207233018||||
KFS3296|KFS3296|1.0|KFS3296|PRFR|FRED|D|PELLETIER|||Y|Y|20121207233018||||
KFS3297|KFS3297|1.0|KFS3297|PRFR|STEPHAN|K|REAMS|||Y|Y|20121207233018||||
KFS3298|KFS3298|1.0|KFS3298|PRFR|KYLE|C|EMERY|||Y|Y|20121207233018||||
KFS3299|KFS3299|1.0|KFS3299|PRFR|BUD|O|MIDDLEBROOKS|||Y|Y|20121207233018||||
KFS3300|KFS3300|1.0|KFS3300|PRFR|AUGUSTA|D|BLOCKER|||Y|Y|20121207233018||||
KFS3301|KFS3301|1.0|KFS3301|PRFR|MARGO|P|FRAZIER|||Y|Y|20121207233018||||
KFS3302|KFS3302|1.0|KFS3302|PRFR|GERARDO|S|HAUGH|||Y|Y|20121207233018||||
KFS3303|KFS3303|1.0|KFS3303|PRFR|LANE|U|FUTCH|||Y|Y|20121207233018||||
KFS3304|KFS3304|1.0|KFS3304|PRFR|BRAIN|H|COFFEE|||Y|Y|20121207233018||||
KFS3305|KFS3305|1.0|KFS3305|PRFR|TERRENCE|D|BLACKMORE|||Y|Y|20121207233018||||
KFS3306|KFS3306|1.0|KFS3306|PRFR|FRANCES|Z|COOKS|||Y|Y|20121207233018||||
KFS3307|KFS3307|1.0|KFS3307|PRFR|CRISTINA|H|BARBOSA|||Y|Y|20121207233018||||
KFS3308|KFS3308|1.0|KFS3308|PRFR|LARRY|M|JARBOE|||Y|Y|20121207233018||||
KFS3309|KFS3309|1.0|KFS3309|PRFR|KENTON|O|LECHNER|||Y|Y|20121207233018||||
KFS3310|KFS3310|1.0|KFS3310|PRFR|ALBERTO|R|SERGENT|||Y|Y|20121207233018||||
KFS3311|KFS3311|1.0|KFS3311|PRFR|RORY|N|ROYSTER|||Y|Y|20121207233018||||
KFS3312|KFS3312|1.0|KFS3312|PRFR|LUCILLE|P|LINGO|||Y|Y|20121207233018||||
KFS3313|KFS3313|1.0|KFS3313|PRFR|MARION|O|GREGG|||Y|Y|20121207233018||||
KFS3314|KFS3314|1.0|KFS3314|PRFR|HILARIO|E|CALKINS|||Y|Y|20121207233018||||
KFS3315|KFS3315|1.0|KFS3315|PRFR|ROSENDO|H|FOLTZ|||Y|Y|20121207233018||||
KFS3316|KFS3316|1.0|KFS3316|PRFR|JULIO|B|QUESADA|||Y|Y|20121207233018||||
KFS3317|KFS3317|1.0|KFS3317|PRFR|GRACE|N|MARQUIS|||Y|Y|20121207233018||||
KFS3318|KFS3318|1.0|KFS3318|PRFR|LISA|T|NORTHROP|||Y|Y|20121207233018||||
KFS3319|KFS3319|1.0|KFS3319|PRFR|DANNIE|C|KEESEE|||Y|Y|20121207233018||||
KFS3320|KFS3320|1.0|KFS3320|PRFR|JOY|A|HOMAN|||Y|Y|20121207233018||||
KFS3321|KFS3321|1.0|KFS3321|PRFR|KRISTY|L|SIEVERS|||Y|Y|20121207233018||||
KFS3322|KFS3322|1.0|KFS3322|PRFR|BRAIN|S|VICE|||Y|Y|20121207233018||||
KFS3323|KFS3323|1.0|KFS3323|PRFR|JODIE|S|URIBE|||Y|Y|20121207233018||||
KFS3324|KFS3324|1.0|KFS3324|PRFR|KARYN|B|AUBIN|||Y|Y|20121207233018||||
KFS3325|KFS3325|1.0|KFS3325|PRFR|SHELBY|L|SCOGGINS|||Y|Y|20121207233018||||
KFS3326|KFS3326|1.0|KFS3326|PRFR|WILDA|I|DODDS|||Y|Y|20121207233018||||
KFS3327|KFS3327|1.0|KFS3327|PRFR|NELDA|C|SIPPLE|||Y|Y|20121207233018||||
KFS3328|KFS3328|1.0|KFS3328|PRFR|MARIANO|Z|CARR|||Y|Y|20121207233018||||
KFS3329|KFS3329|1.0|KFS3329|PRFR|ESTELLA|D|TREXLER|||Y|Y|20121207233018||||
KFS3330|KFS3330|1.0|KFS3330|PRFR|JAN|E|LARRABEE|||Y|Y|20121207233018||||
KFS3331|KFS3331|1.0|KFS3331|PRFR|TRAVIS|W|KINSLOW|||Y|Y|20121207233018||||
KFS3332|KFS3332|1.0|KFS3332|PRFR|MALCOLM|L|OLOUGHLIN|||Y|Y|20121207233018||||
KFS3333|KFS3333|1.0|KFS3333|PRFR|HANS|R|BECKWITH|||Y|Y|20121207233018||||
KFS3334|KFS3334|1.0|KFS3334|PRFR|GREG|R|AVENT|||Y|Y|20121207233018||||
KFS3335|KFS3335|1.0|KFS3335|PRFR|HELEN|V|MARTE|||Y|Y|20121207233018||||
KFS3336|KFS3336|1.0|KFS3336|PRFR|DONALD|F|ALBERTS|||Y|Y|20121207233018||||
KFS3337|KFS3337|1.0|KFS3337|PRFR|JERRY|O|NEACE|||Y|Y|20121207233018||||
KFS3338|KFS3338|1.0|KFS3338|PRFR|NAOMI|W|VIOLETTE|||Y|Y|20121207233018||||
KFS3339|KFS3339|1.0|KFS3339|PRFR|ROOSEVELT|X|LEDUC|||Y|Y|20121207233018||||
KFS3340|KFS3340|1.0|KFS3340|PRFR|CORNELIUS|B|BEAUREGARD|||Y|Y|20121207233018||||
KFS3341|KFS3341|1.0|KFS3341|PRFR|JERRY|R|NICKELSON|||Y|Y|20121207233018||||
KFS3342|KFS3342|1.0|KFS3342|PRFR|DARWIN|O|MARLIN|||Y|Y|20121207233018||||
KFS3343|KFS3343|1.0|KFS3343|PRFR|REGGIE|I|LANDA|||Y|Y|20121207233018||||
KFS3344|KFS3344|1.0|KFS3344|PRFR|KERRI|F|FRAZIER|||Y|Y|20121207233018||||
KFS3345|KFS3345|1.0|KFS3345|PRFR|RANDELL|Z|STOTTS|||Y|Y|20121207233018||||
KFS3346|KFS3346|1.0|KFS3346|PRFR|EDDIE|I|SPILLER|||Y|Y|20121207233018||||
KFS3347|KFS3347|1.0|KFS3347|PRFR|BRENDA|O|ALBIN|||Y|Y|20121207233018||||
KFS3348|KFS3348|1.0|KFS3348|PRFR|JAY|H|DUGAN|||Y|Y|20121207233018||||
KFS3349|KFS3349|1.0|KFS3349|PRFR|ASHLEY|H|WALSTON|||Y|Y|20121207233018||||
KFS3350|KFS3350|1.0|KFS3350|PRFR|BILLY|J|KROUSE|||Y|Y|20121207233018||||
KFS3351|KFS3351|1.0|KFS3351|PRFR|ANNETTE|W|GARRY|||Y|Y|20121207233018||||
KFS3352|KFS3352|1.0|KFS3352|PRFR|CYNTHIA|J|MILLETT|||Y|Y|20121207233018||||
KFS3353|KFS3353|1.0|KFS3353|PRFR|DOMINIQUE|S|HOWSE|||Y|Y|20121207233018||||
KFS3354|KFS3354|1.0|KFS3354|PRFR|CARMINE|W|RUDNICK|||Y|Y|20121207233018||||
KFS3355|KFS3355|1.0|KFS3355|PRFR|DWIGHT|C|COTE|||Y|Y|20121207233018||||
KFS3356|KFS3356|1.0|KFS3356|PRFR|SERGIO|X|GOMEZ|||Y|Y|20121207233018||||
KFS3357|KFS3357|1.0|KFS3357|PRFR|JILL|F|HOLGUIN|||Y|Y|20121207233018||||
KFS3358|KFS3358|1.0|KFS3358|PRFR|DEANNE|Q|NICOL|||Y|Y|20121207233018||||
KFS3359|KFS3359|1.0|KFS3359|PRFR|GALE|G|MCGANN|||Y|Y|20121207233018||||
KFS3360|KFS3360|1.0|KFS3360|PRFR|KATIE|Z|DIMAGGIO|||Y|Y|20121207233018||||
KFS3361|KFS3361|1.0|KFS3361|PRFR|SALVATORE|U|MCCRAW|||Y|Y|20121207233018||||
KFS3362|KFS3362|1.0|KFS3362|PRFR|DUDLEY|V|MATTE|||Y|Y|20121207233019||||
KFS3363|KFS3363|1.0|KFS3363|PRFR|ALTA|Z|KNOWLES|||Y|Y|20121207233019||||
KFS3364|KFS3364|1.0|KFS3364|PRFR|BESSIE|G|LAMM|||Y|Y|20121207233019||||
KFS3365|KFS3365|1.0|KFS3365|PRFR|CANDICE|L|LABONTE|||Y|Y|20121207233019||||
KFS3366|KFS3366|1.0|KFS3366|PRFR|WHITNEY|J|THELEN|||Y|Y|20121207233019||||
KFS3367|KFS3367|1.0|KFS3367|PRFR|JARRED|N|KAMINSKY|||Y|Y|20121207233019||||
KFS3368|KFS3368|1.0|KFS3368|PRFR|CLINTON|F|LAW|||Y|Y|20121207233019||||
KFS3369|KFS3369|1.0|KFS3369|PRFR|JULIA|B|MORALES|||Y|Y|20121207233019||||
KFS3370|KFS3370|1.0|KFS3370|PRFR|WILLARD|X|JOHNSTONE|||Y|Y|20121207233019||||
KFS3371|KFS3371|1.0|KFS3371|PRFR|LYNETTE|M|MORIN|||Y|Y|20121207233019||||
KFS3372|KFS3372|1.0|KFS3372|PRFR|BRENDA|J|OAKLEY|||Y|Y|20121207233019||||
KFS3373|KFS3373|1.0|KFS3373|PRFR|IRVING|F|HARGETT|||Y|Y|20121207233019||||
KFS3374|KFS3374|1.0|KFS3374|PRFR|TYRONE|B|BLUE|||Y|Y|20121207233019||||
KFS3375|KFS3375|1.0|KFS3375|PRFR|JASPER|B|SWANEY|||Y|Y|20121207233019||||
KFS3376|KFS3376|1.0|KFS3376|PRFR|ERVIN|R|BUNDY|||Y|Y|20121207233019||||
KFS3377|KFS3377|1.0|KFS3377|PRFR|LILLIAN|C|MCCAFFREY|||Y|Y|20121207233019||||
KFS3378|KFS3378|1.0|KFS3378|PRFR|LEANNA|T|CHIU|||Y|Y|20121207233019||||
KFS3379|KFS3379|1.0|KFS3379|PRFR|BARNEY|N|OBER|||Y|Y|20121207233019||||
KFS3380|KFS3380|1.0|KFS3380|PRFR|DERRICK|W|CASARES|||Y|Y|20121207233019||||
KFS3381|KFS3381|1.0|KFS3381|PRFR|ALISA|J|OLIVAS|||Y|Y|20121207233019||||
KFS3382|KFS3382|1.0|KFS3382|PRFR|BERTHA|V|DONEY|||Y|Y|20121207233019||||
KFS3383|KFS3383|1.0|KFS3383|PRFR|FREDA|L|MOHAN|||Y|Y|20121207233019||||
KFS3384|KFS3384|1.0|KFS3384|PRFR|RODRIGO|A|HADFIELD|||Y|Y|20121207233019||||
KFS3385|KFS3385|1.0|KFS3385|PRFR|DOUG|U|DAVIDSON|||Y|Y|20121207233019||||
KFS3386|KFS3386|1.0|KFS3386|PRFR|THAD|Y|ASHBAUGH|||Y|Y|20121207233019||||
KFS3387|KFS3387|1.0|KFS3387|PRFR|NOLAN|N|MCWHIRTER|||Y|Y|20121207233019||||
KFS3388|KFS3388|1.0|KFS3388|PRFR|NICHOLAS|E|WIGFALL|||Y|Y|20121207233019||||
KFS3389|KFS3389|1.0|KFS3389|PRFR|SHERYL|B|REID|||Y|Y|20121207233019||||
KFS3390|KFS3390|1.0|KFS3390|PRFR|KIM|G|GODFREY|||Y|Y|20121207233019||||
KFS3391|KFS3391|1.0|KFS3391|PRFR|ANTONE|O|BAYS|||Y|Y|20121207233019||||
KFS3392|KFS3392|1.0|KFS3392|PRFR|ELLA|D|CONNER|||Y|Y|20121207233019||||
KFS3393|KFS3393|1.0|KFS3393|PRFR|ETHAN|O|HURLBURT|||Y|Y|20121207233019||||
KFS3394|KFS3394|1.0|KFS3394|PRFR|DELORES|V|FLICKINGER|||Y|Y|20121207233019||||
KFS3395|KFS3395|1.0|KFS3395|PRFR|DAMIAN|Y|MARQUIS|||Y|Y|20121207233019||||
KFS3396|KFS3396|1.0|KFS3396|PRFR|AMALIA|Q|HARP|||Y|Y|20121207233019||||
KFS3397|KFS3397|1.0|KFS3397|PRFR|DEE|H|FRANKS|||Y|Y|20121207233019||||
KFS3398|KFS3398|1.0|KFS3398|PRFR|REYNA|Q|MUNROE|||Y|Y|20121207233019||||
KFS3399|KFS3399|1.0|KFS3399|PRFR|DOYLE|Q|SILLS|||Y|Y|20121207233019||||
KFS3400|KFS3400|1.0|KFS3400|PRFR|ELLA|G|QUILLEN|||Y|Y|20121207233019||||
KFS3401|KFS3401|1.0|KFS3401|PRFR|WOODROW|F|ROSENBERRY|||Y|Y|20121207233019||||
KFS3402|KFS3402|1.0|KFS3402|PRFR|JAIME|B|BITNER|||Y|Y|20121207233019||||
KFS3403|KFS3403|1.0|KFS3403|PRFR|SANDRA|N|FITZ|||Y|Y|20121207233019||||
KFS3404|KFS3404|1.0|KFS3404|PRFR|DOROTHEA|S|MEEHAN|||Y|Y|20121207233019||||
KFS3405|KFS3405|1.0|KFS3405|PRFR|BERNADETTE|P|SNEAD|||Y|Y|20121207233019||||
KFS3406|KFS3406|1.0|KFS3406|PRFR|MARGIE|H|BESSETTE|||Y|Y|20121207233019||||
KFS3407|KFS3407|1.0|KFS3407|PRFR|CLARK|I|SCHAEFFER|||Y|Y|20121207233019||||
KFS3408|KFS3408|1.0|KFS3408|PRFR|JANA|X|HOSKINS|||Y|Y|20121207233019||||
KFS3409|KFS3409|1.0|KFS3409|PRFR|DUANE|M|CUMMINGS|||Y|Y|20121207233019||||
KFS3410|KFS3410|1.0|KFS3410|PRFR|BERNARDO|O|GROFF|||Y|Y|20121207233019||||
KFS3411|KFS3411|1.0|KFS3411|PRFR|VONDA|I|PEABODY|||Y|Y|20121207233019||||
KFS3412|KFS3412|1.0|KFS3412|PRFR|VERNA|Z|HOLMAN|||Y|Y|20121207233019||||
KFS3413|KFS3413|1.0|KFS3413|PRFR|HOUSTON|G|CANALES|||Y|Y|20121207233019||||
KFS3414|KFS3414|1.0|KFS3414|PRFR|MADELYN|N|WAITS|||Y|Y|20121207233019||||
KFS3415|KFS3415|1.0|KFS3415|PRFR|MARLA|U|FLANDERS|||Y|Y|20121207233019||||
KFS3416|KFS3416|1.0|KFS3416|PRFR|DAMIEN|R|ESQUIVEL|||Y|Y|20121207233019||||
KFS3417|KFS3417|1.0|KFS3417|PRFR|HANK|N|MAYER|||Y|Y|20121207233019||||
KFS3418|KFS3418|1.0|KFS3418|PRFR|RORY|R|DICKENSON|||Y|Y|20121207233019||||
KFS3419|KFS3419|1.0|KFS3419|PRFR|GIOVANNI|J|POSTON|||Y|Y|20121207233019||||
KFS3420|KFS3420|1.0|KFS3420|PRFR|ELMA|O|STEELE|||Y|Y|20121207233019||||
KFS3421|KFS3421|1.0|KFS3421|PRFR|BESSIE|K|SUTER|||Y|Y|20121207233019||||
KFS3422|KFS3422|1.0|KFS3422|PRFR|LACY|O|SOILEAU|||Y|Y|20121207233019||||
KFS3423|KFS3423|1.0|KFS3423|PRFR|ANTHONY|R|TURPIN|||Y|Y|20121207233019||||
KFS3424|KFS3424|1.0|KFS3424|PRFR|PAT|R|MCGEE|||Y|Y|20121207233019||||
KFS3425|KFS3425|1.0|KFS3425|PRFR|MARI|T|PULIDO|||Y|Y|20121207233019||||
KFS3426|KFS3426|1.0|KFS3426|PRFR|FREDRICK|G|JACOBS|||Y|Y|20121207233019||||
KFS3427|KFS3427|1.0|KFS3427|PRFR|NOEMI|B|TETREAULT|||Y|Y|20121207233019||||
KFS3428|KFS3428|1.0|KFS3428|PRFR|JULIA|C|VIOLETTE|||Y|Y|20121207233019||||
KFS3429|KFS3429|1.0|KFS3429|PRFR|MYRTLE|G|DAWSON|||Y|Y|20121207233019||||
KFS3430|KFS3430|1.0|KFS3430|PRFR|SCOT|E|ELLISON|||Y|Y|20121207233019||||
KFS3431|KFS3431|1.0|KFS3431|PRFR|KIRK|L|SHENK|||Y|Y|20121207233019||||
KFS3432|KFS3432|1.0|KFS3432|PRFR|ROSALINDA|B|RINGER|||Y|Y|20121207233019||||
KFS3433|KFS3433|1.0|KFS3433|PRFR|FLOYD|E|LINGO|||Y|Y|20121207233019||||
KFS3434|KFS3434|1.0|KFS3434|PRFR|LEO|W|SHULTS|||Y|Y|20121207233019||||
KFS3435|KFS3435|1.0|KFS3435|PRFR|SERGIO|W|GAITHER|||Y|Y|20121207233019||||
KFS3436|KFS3436|1.0|KFS3436|PRFR|MITZI|O|GLOVER|||Y|Y|20121207233019||||
KFS3437|KFS3437|1.0|KFS3437|PRFR|ROSALIND|P|ROBICHAUX|||Y|Y|20121207233019||||
KFS3438|KFS3438|1.0|KFS3438|PRFR|TORY|H|HIGGS|||Y|Y|20121207233019||||
KFS3439|KFS3439|1.0|KFS3439|PRFR|CAMERON|E|COZART|||Y|Y|20121207233019||||
KFS3440|KFS3440|1.0|KFS3440|PRFR|JACQUELYN|P|VARNADO|||Y|Y|20121207233019||||
KFS3441|KFS3441|1.0|KFS3441|PRFR|RODERICK|W|STOWELL|||Y|Y|20121207233019||||
KFS3442|KFS3442|1.0|KFS3442|PRFR|CARMEN|X|TRADER|||Y|Y|20121207233019||||
KFS3443|KFS3443|1.0|KFS3443|PRFR|AURORA|T|BAILLARGEON|||Y|Y|20121207233019||||
KFS3444|KFS3444|1.0|KFS3444|PRFR|JACKSON|M|SCHRAMM|||Y|Y|20121207233019||||
KFS3445|KFS3445|1.0|KFS3445|PRFR|INA|J|MCCOLLOUGH|||Y|Y|20121207233019||||
KFS3446|KFS3446|1.0|KFS3446|PRFR|GUS|D|WOLFENBARGER|||Y|Y|20121207233019||||
KFS3447|KFS3447|1.0|KFS3447|PRFR|DANE|H|HICKERSON|||Y|Y|20121207233019||||
KFS3448|KFS3448|1.0|KFS3448|PRFR|CHANDRA|P|CHEUNG|||Y|Y|20121207233019||||
KFS3449|KFS3449|1.0|KFS3449|PRFR|EVERETTE|C|CANN|||Y|Y|20121207233019||||
KFS3450|KFS3450|1.0|KFS3450|PRFR|ROYCE|Z|HACKETT|||Y|Y|20121207233019||||
KFS3451|KFS3451|1.0|KFS3451|PRFR|IRIS|G|COUNTS|||Y|Y|20121207233019||||
KFS3452|KFS3452|1.0|KFS3452|PRFR|ERNESTINE|D|DOE|||Y|Y|20121207233019||||
KFS3453|KFS3453|1.0|KFS3453|PRFR|RICKY|E|ARBUCKLE|||Y|Y|20121207233019||||
KFS3454|KFS3454|1.0|KFS3454|PRFR|CATALINA|T|FORET|||Y|Y|20121207233019||||
KFS3455|KFS3455|1.0|KFS3455|PRFR|ALEC|P|COCHRAN|||Y|Y|20121207233019||||
KFS3456|KFS3456|1.0|KFS3456|PRFR|KARINA|L|MCGREGOR|||Y|Y|20121207233019||||
KFS3457|KFS3457|1.0|KFS3457|PRFR|VERNA|N|WORK|||Y|Y|20121207233019||||
KFS3458|KFS3458|1.0|KFS3458|PRFR|NATALIA|U|BUFORD|||Y|Y|20121207233019||||
KFS3459|KFS3459|1.0|KFS3459|PRFR|HOWARD|J|LACKEY|||Y|Y|20121207233019||||
KFS3460|KFS3460|1.0|KFS3460|PRFR|ELAINE|J|SISK|||Y|Y|20121207233019||||
KFS3461|KFS3461|1.0|KFS3461|PRFR|MATILDA|Q|WILLINGHAM|||Y|Y|20121207233019||||
KFS3462|KFS3462|1.0|KFS3462|PRFR|ESMERALDA|D|CHRISTIANSON|||Y|Y|20121207233019||||
KFS3463|KFS3463|1.0|KFS3463|PRFR|ARRON|H|DURDEN|||Y|Y|20121207233019||||
KFS3464|KFS3464|1.0|KFS3464|PRFR|MARGRET|Q|ISAACSON|||Y|Y|20121207233019||||
KFS3465|KFS3465|1.0|KFS3465|PRFR|SIMON|C|GORMAN|||Y|Y|20121207233019||||
KFS3466|KFS3466|1.0|KFS3466|PRFR|MIKE|L|LARGENT|||Y|Y|20121207233019||||
KFS3467|KFS3467|1.0|KFS3467|PRFR|WESLEY|O|BREAULT|||Y|Y|20121207233019||||
KFS3468|KFS3468|1.0|KFS3468|PRFR|JANNA|B|ARAUJO|||Y|Y|20121207233019||||
KFS3469|KFS3469|1.0|KFS3469|PRFR|MARVA|M|SWINK|||Y|Y|20121207233019||||
KFS3470|KFS3470|1.0|KFS3470|PRFR|MITCH|I|WINES|||Y|Y|20121207233019||||
KFS3471|KFS3471|1.0|KFS3471|PRFR|TERRY|Y|MCMILLAN|||Y|Y|20121207233019||||
KFS3472|KFS3472|1.0|KFS3472|PRFR|DREW|G|STAPLES|||Y|Y|20121207233019||||
KFS3473|KFS3473|1.0|KFS3473|PRFR|NOLA|G|SMART|||Y|Y|20121207233019||||
KFS3474|KFS3474|1.0|KFS3474|PRFR|OPHELIA|X|LEONG|||Y|Y|20121207233019||||
KFS3475|KFS3475|1.0|KFS3475|PRFR|JONI|F|BALDWIN|||Y|Y|20121207233019||||
KFS3476|KFS3476|1.0|KFS3476|PRFR|ROD|O|RUBIO|||Y|Y|20121207233019||||
KFS3477|KFS3477|1.0|KFS3477|PRFR|BROOKS|I|FEDERICO|||Y|Y|20121207233019||||
KFS3478|KFS3478|1.0|KFS3478|PRFR|SOPHIE|P|ALDRIDGE|||Y|Y|20121207233019||||
KFS3479|KFS3479|1.0|KFS3479|PRFR|TERRY|S|BOUTTE|||Y|Y|20121207233019||||
KFS3480|KFS3480|1.0|KFS3480|PRFR|DOREEN|Z|BENHAM|||Y|Y|20121207233019||||
KFS3481|KFS3481|1.0|KFS3481|PRFR|LANCE|F|FALCONE|||Y|Y|20121207233019||||
KFS3482|KFS3482|1.0|KFS3482|PRFR|LESLIE|Z|HAM|||Y|Y|20121207233019||||
KFS3483|KFS3483|1.0|KFS3483|PRFR|EMERY|N|FITZHUGH|||Y|Y|20121207233019||||
